,Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Industry PE,Debt,Price to book value,Cash from operations last year,Debt to equity,Return on equity,Piotroski score,Credit rating,Industry PBV,Equity capital,Total Assets,is in nse
46,Whirlpool India,500238.0,WHIRLPOOL,Domestic Appliances,2423.5,103.57,30746.94,0.21,64.37,-12.09,1493.98,17.52,28.63,73.0,0.0,11.68,380.22,0.0,20.27,5.0,,8.69,126.87,4095.24,True
0,CARE Ratings,534804.0,CARERATING,Miscellaneous,469.7,17.58,1383.79,4.15,18.63,6.95,55.6,-0.91,20.23,28.38,0.0,2.42,-29.8,0.0,15.87,4.0,,5.6,29.46,650.8,True
1,CRISIL,500092.0,CRISIL,Miscellaneous,1922.6,39.39,13973.73,1.72,110.04,15.43,597.24,28.64,38.02,28.38,0.0,10.65,500.47,0.0,28.56,5.0,,5.6,7.26,2206.65,True
2,ICRA,532835.0,ICRA,Miscellaneous,2745.2,28.17,2649.46,0.98,24.19,8.96,77.35,-2.53,19.92,28.38,0.0,3.73,21.32,0.0,14.35,5.0,,5.6,9.65,899.73,True
0,Aban Offshore,523204.0,ABAN,Oil Drilling / Allied Services,36.5,,213.03,0.0,-281.52,32.36,214.36,-29.71,-174.22,16.5,47.34,,-976.14,,,3.0,,0.95,11.67,5870.69,True
2,Hind.Oil Explor.,500186.0,HINDOILEXP,Oil Drilling / Allied Services,99.3,29.98,1313.18,0.0,8.4,-73.32,27.82,-43.8,18.41,16.5,70.32,1.87,315.51,0.1,18.28,4.0,,0.95,132.26,1008.58,True
3,O N G C,500312.0,ONGC,Oil Drilling / Allied Services,113.5,14.23,142786.17,4.41,2643.17,-46.91,100288.83,-8.38,10.62,16.5,103949.12,0.68,71634.38,0.5,7.13,4.0,,0.95,6290.14,507549.95,True
4,Oil India,533106.0,OIL,Oil Drilling / Allied Services,127.55,4.33,13831.59,8.31,889.69,46.76,2137.34,-27.72,9.68,16.5,13120.96,0.5,5304.91,0.47,13.2,5.0,,0.95,1084.41,50187.98,True
5,Selan Expl. Tech,530075.0,SELAN,Oil Drilling / Allied Services,133.55,107.98,203.0,3.74,2.2,-75.47,12.52,-48.09,10.25,16.5,0.82,0.61,41.07,0.0,7.05,6.0,,0.95,15.2,387.73,True
4,D. P. Abhushan,,DPABHUSHAN,Diamond Cutting / Jewellery,110.6,14.95,246.14,0.0,8.72,110.63,414.28,75.44,19.48,23.29,97.16,3.55,7.83,1.4,26.95,7.0,,1.15,22.25,271.18,True
8,Goenka Diamond,533189.0,GOENKA,Diamond Cutting / Jewellery,2.2,,69.74,0.0,-0.62,-985.71,0.92,-77.11,-0.42,23.29,3.65,0.29,-0.23,0.01,-1.0,5.0,,1.15,31.7,802.37,True
9,Goldiam Intl.,526729.0,GOLDIAM,Diamond Cutting / Jewellery,324.25,13.7,719.02,2.0,50.44,60.24,156.7,62.64,15.55,23.29,4.83,1.69,67.32,0.01,11.89,5.0,,1.15,22.17,513.79,True
11,Kanani Industrie,506184.0,KANANIIND,Diamond Cutting / Jewellery,4.85,34.03,47.98,0.0,0.12,-73.33,84.29,-33.46,3.68,23.29,30.26,0.85,6.16,0.54,3.56,6.0,,1.15,9.89,121.71,True
15,Lypsa Gems,534532.0,LYPSAGEMS,Diamond Cutting / Jewellery,5.15,,15.18,0.0,0.03,175.0,3.37,-24.1,-13.76,23.29,20.61,0.15,5.86,0.21,-16.28,4.0,,1.15,29.48,286.03,True
23,PC Jeweller,534809.0,PCJEWELLER,Diamond Cutting / Jewellery,29.3,,1363.63,0.0,129.64,264.06,1467.21,-12.06,8.01,23.29,3362.77,0.35,75.53,0.87,2.09,5.0,,1.15,395.07,7735.37,True
26,Rajesh Exports,531500.0,RAJESHEXPO,Diamond Cutting / Jewellery,512.2,18.34,15123.22,0.2,227.64,-28.07,45586.42,12.28,11.05,23.29,887.55,1.4,2572.42,0.08,12.45,7.0,,1.15,29.53,19364.56,True
27,Renaiss. Global,532923.0,RGL,Diamond Cutting / Jewellery,290.6,16.8,548.64,0.0,25.34,-42.15,739.89,-17.16,11.05,23.29,613.77,0.7,203.01,0.78,12.98,7.0,,1.15,18.68,1827.87,True
40,T B Z,534369.0,TBZ,Diamond Cutting / Jewellery,71.4,12.97,476.46,1.4,40.04,175.0,623.28,-3.3,8.33,23.29,528.69,1.0,148.71,1.12,4.7,6.0,,1.15,66.73,1276.33,True
41,Thangamayil Jew.,533158.0,THANGAMAYL,Diamond Cutting / Jewellery,606.35,10.22,831.91,0.99,26.9,116.59,614.31,39.17,21.28,23.29,231.69,3.13,-56.29,0.87,22.09,6.0,,1.15,13.72,695.13,True
42,Titan Company,500114.0,TITAN,Diamond Cutting / Jewellery,1456.9,171.26,129341.57,0.27,525.0,10.76,7619.0,16.73,24.26,23.29,3494.0,20.32,-347.41,0.55,23.57,4.0,,1.15,89.0,13838.0,True
46,Vaibhav Global,532156.0,VAIBHAVGBL,Diamond Cutting / Jewellery,3865.25,49.22,12576.81,0.45,92.33,40.83,724.96,28.71,30.85,23.29,114.08,14.9,213.5,0.14,26.13,7.0,,1.15,32.51,1229.09,True
48,Zodiac-JRD MKJ,512587.0,ZODJRDMKJ,Diamond Cutting / Jewellery,27.5,33.93,14.25,0.0,0.13,-13.33,2.99,67.04,0.93,23.29,0.0,0.21,-1.53,0.0,0.63,4.0,,1.15,5.18,68.16,True
1,Andhra Sugars,590062.0,ANDHRSUGAR,Diversified - Medium / Small,310.2,5.52,840.95,6.45,25.11,-26.62,355.87,-4.41,16.95,26.04,125.57,0.67,181.23,0.1,16.62,6.0,,1.29,27.11,1883.19,True
3,Balmer Lawrie,523319.0,BALMLAWRIE,Diversified - Large,128.85,26.55,2203.38,5.82,19.39,-54.98,387.92,3.61,11.48,57.46,116.83,1.52,188.73,0.08,10.48,4.0,,2.15,171.0,2252.58,True
4,DCM Shriram,523367.0,DCMSHRIRAM,Diversified - Mega,496.15,12.03,7737.08,1.65,253.45,35.3,2158.74,-1.63,18.67,45.5,1169.94,1.83,496.29,0.28,18.86,4.0,,4.94,31.35,7507.57,True
5,Gillanders Arbut,532716.0,GILLANDERS,Diversified - Medium / Small,44.15,,94.22,0.0,-29.27,-374.92,101.43,-36.45,3.83,26.04,265.9,0.33,72.8,0.93,-8.53,4.0,,1.29,21.34,778.07,True
6,Kesoram Inds.,502937.0,KESORAMIND,Diversified - Mega,78.15,,1114.34,0.0,53.41,152.15,714.42,11.5,5.77,45.5,2025.59,,786.67,,-2489.81,6.0,,4.94,142.59,3244.54,True
7,Nava Bharat Vent,513023.0,NBVENTURES,Diversified - Large,71.55,2.93,1260.83,2.1,118.45,149.11,660.13,29.45,13.71,57.46,2553.55,0.29,526.52,0.59,11.69,6.0,,2.15,35.26,9380.16,True
8,Quess Corp,539978.0,QUESS,Diversified - Large,738.55,142.9,10906.82,0.0,41.75,-41.46,2807.89,-4.82,12.2,57.46,735.46,4.63,361.1,0.31,6.08,6.0,,2.15,147.64,4862.97,True
9,Surana Telecom,517530.0,SURANAT&P,Diversified - Medium / Small,4.75,18.22,64.49,0.0,1.12,-30.0,9.42,59.12,4.91,26.04,36.99,0.62,12.17,0.35,2.24,6.0,,1.29,13.58,157.94,True
10,Voltas,500575.0,VOLTAS,Diversified - Mega,1067.65,78.96,35326.91,0.37,127.91,47.18,1994.64,33.64,18.22,45.5,430.36,8.06,462.45,0.1,13.11,6.0,,4.94,33.08,7474.85,True
0,Eveready Inds.,531508.0,EVEREADY,Dry Cells,294.6,14.87,2141.15,0.0,48.8,182.57,340.28,7.22,15.07,14.39,262.3,3.36,132.95,0.41,10.49,7.0,,1.44,36.34,1301.25,True
1,HBL Power System,517271.0,HBLPOWER,Dry Cells,40.85,76.35,1132.34,0.73,8.19,101.64,233.23,-9.96,6.06,14.39,102.87,1.48,149.33,0.13,2.99,6.0,,1.44,27.72,1055.7,True
2,Indo National,504058.0,NIPPOBATRY,Dry Cells,743.25,7.11,278.72,0.67,10.27,32.18,154.56,3.68,19.15,14.39,99.3,1.21,9.72,0.43,1.67,5.0,,1.44,3.75,524.67,True
1,Indiamart Inter.,542726.0,INDIAMART,Miscellaneous,8304.6,93.95,25215.86,0.12,80.2,29.35,173.6,5.28,83.88,1271.95,71.0,59.77,260.61,0.17,67.7,5.0,,26.41,29.1,1209.8,True
2,Info Edg.(India),532777.0,NAUKRI,Miscellaneous,4962.45,3698.62,63908.48,0.12,679.17,91.49,277.64,-17.14,-12.65,1271.95,68.86,14.32,350.17,0.02,-13.01,3.0,,26.41,128.58,5074.79,True
5,Just Dial,535648.0,JUSTDIAL,Miscellaneous,965.45,23.27,5973.42,0.0,49.93,-19.51,169.54,-27.98,21.92,1271.95,79.38,5.13,152.94,0.07,16.97,6.0,,26.41,61.86,1658.48,True
0,Agro Tech Foods.,500215.0,ATFL,Solvent Extraction,822.45,59.85,2004.31,0.36,8.14,8.53,246.57,7.8,9.8,23.11,18.56,4.73,42.86,0.04,8.07,6.0,,1.01,24.37,540.02,True
3,AVT Natural Prod,519105.0,AVTNPL,Solvent Extraction,45.75,16.63,696.77,1.31,16.58,28.83,129.64,10.41,15.27,23.11,66.8,2.42,70.55,0.23,12.79,8.0,,1.01,15.23,440.94,True
7,Gokul Agro,539725.0,GOKULAGRO,Solvent Extraction,22.2,10.11,292.81,0.0,12.19,70.25,2272.72,41.08,19.88,23.11,265.07,0.93,113.88,0.84,7.11,7.0,,1.01,26.38,1559.09,True
8,Gokul Refoils,532980.0,GOKUL,Solvent Extraction,18.75,8.51,185.62,0.0,4.46,-15.53,619.29,30.37,10.14,23.11,271.08,0.59,64.97,0.86,6.66,8.0,,1.01,19.8,661.2,True
9,Guj. Ambuja Exp,524226.0,GAEL,Solvent Extraction,134.55,11.26,3085.71,0.37,109.52,102.22,1211.2,21.29,,23.11,104.69,2.15,,0.07,,1.0,,1.01,22.93,1781.07,True
16,Mangalam Global,,MGEL,Solvent Extraction,48.25,21.35,121.04,1.38,0.16,-20.0,196.35,31.88,12.19,23.11,53.92,2.03,-27.91,0.91,7.47,2.0,,1.01,25.09,128.91,True
19,N K Industries,519494.0,NKIND,Solvent Extraction,24.2,,14.54,0.0,-1.64,-310.0,5.22,1.36,,23.11,0.0,,-9.08,,,5.0,,1.01,6.01,1902.31,True
24,Raj Oil Mills,533093.0,ROML,Solvent Extraction,112.55,67.75,168.7,0.0,1.03,22.62,26.9,22.61,4.77,23.11,27.85,,-2.44,,,6.0,,1.01,14.99,28.81,True
26,Ruchi Soya Inds.,500368.0,RUCHI,Solvent Extraction,724.4,62.37,21430.72,0.0,227.44,50.26,4465.32,20.27,6.28,23.11,3594.93,6.08,-60.93,1.02,,7.0,,1.01,59.15,8340.76,True
27,Shree Ram Proti.,,SRPL,Solvent Extraction,32.0,26.26,68.54,0.0,-0.33,29.79,52.53,72.06,8.38,23.11,46.16,1.61,5.4,1.08,5.9,6.0,,1.01,21.42,99.26,True
1,Career Point,533260.0,CAREERP,Miscellaneous,150.0,9.8,272.89,2.0,8.82,1.26,16.03,-53.14,8.38,15.36,57.07,0.59,27.67,0.12,5.95,9.0,,1.35,18.19,545.8,True
2,CL Educate,540403.0,CLEDUCATE,Miscellaneous,68.7,,97.32,1.46,-0.43,-13.16,45.89,-31.13,-1.82,15.36,46.27,0.34,28.62,0.16,-4.88,3.0,,1.35,14.17,402.68,True
4,Global Education,,GLOBAL,Miscellaneous,50.65,6.49,51.56,1.2,2.12,19.77,7.99,44.22,32.52,15.36,0.0,1.39,-1.48,0.0,23.59,6.0,,1.35,2.48,41.24,True
7,MT Educare,534312.0,MTEDUCARE,Miscellaneous,8.05,,58.14,0.0,1.01,-73.21,12.9,-76.46,5.47,15.36,58.29,0.34,79.3,0.34,-10.38,5.0,,1.35,72.23,429.76,True
10,Tree House Edu.,533540.0,TREEHOUSE,Miscellaneous,7.4,,31.31,0.0,-8.21,-0.98,0.54,50.0,-6.31,15.36,31.26,0.1,-5.39,0.1,-8.34,6.0,,1.35,42.31,354.21,True
2,Centum Electron,517544.0,CENTUM,Electronics - Components,437.0,21.34,563.06,0.57,7.15,32.16,216.18,-4.91,12.29,13.37,366.72,2.66,109.26,1.74,12.78,4.0,,1.26,12.89,1098.75,True
3,Kernex Microsys.,532686.0,KERNEX,Electronics - Components,31.35,,39.19,0.0,0.83,-93.95,2.93,154.78,12.58,13.37,15.07,0.68,-11.25,0.26,5.88,6.0,,1.26,12.5,82.05,True
8,HMT,500191.0,HMT,Engineering,26.45,8.61,940.57,0.0,-26.97,-14.47,54.89,-25.86,,22.75,35.42,,-265.24,,,3.0,,1.27,355.6,662.43,True
9,ICE Make Refrig.,,ICEMAKE,Engineering,73.2,16.02,114.72,1.64,0.5,-73.96,32.56,-12.24,18.91,22.75,13.56,2.05,-1.59,0.24,13.53,3.0,,1.27,15.67,101.66,True
13,Macpower CNC,,MACPOWER,Engineering,101.4,42.98,101.44,0.0,1.24,1650.0,34.64,150.83,5.33,22.75,2.39,1.5,-2.44,0.04,3.5,3.0,,1.27,9.81,99.13,True
15,McNally Bharat,532629.0,MBECL,Engineering - Turnkey Services,11.9,,251.77,0.0,-19.73,86.8,120.49,-26.64,-10.96,25.47,2296.27,,-186.51,,-435.7,3.0,,1.39,211.57,3007.9,True
18,Mold-Tek Technol,526263.0,MOLDTECH,Engineering,41.65,15.14,116.58,3.6,1.03,-69.25,18.62,-28.47,27.39,22.75,5.16,2.06,18.06,0.09,21.06,4.0,,1.27,5.59,73.96,True
20,Om Infra,531092.0,OMINFRAL,Engineering,24.55,7.77,236.42,0.81,7.72,310.35,46.68,69.25,5.3,22.75,104.22,0.38,-20.74,0.17,2.31,2.0,,1.27,9.63,1124.4,True
25,Skipper,538562.0,SKIPPER,Engineering,62.45,16.27,641.18,0.16,11.44,156.5,459.85,53.37,8.84,22.75,374.75,0.93,214.5,0.55,6.09,7.0,,1.27,10.27,1745.03,True
27,Sterling & Wils.,542760.0,SWSOLAR,Engineering - Turnkey Services,245.3,20.3,3933.63,2.45,21.63,-56.41,1311.73,21.86,22.95,25.47,955.71,3.71,337.73,0.9,32.24,5.0,,1.39,16.04,4303.08,True
28,The Anup Enginee,542460.0,ANUP,Engineering,651.05,19.32,665.31,1.08,9.11,-33.75,29.48,-61.54,20.75,22.75,0.0,2.0,31.57,0.0,13.9,6.0,,1.27,10.22,462.4,True
3,BAG Films,532507.0,BAGFILMS,Entertainment / Electronic Media Software,2.7,,53.44,0.0,0.04,100.88,25.81,0.04,0.55,21.23,0.0,0.4,31.53,0.0,-6.14,5.0,,1.0,39.57,374.14,True
4,Balaji Telefilms,532382.0,BALAJITELE,Entertainment / Electronic Media Software,59.9,,605.77,0.67,-31.65,-327.53,105.51,-43.84,-2.63,21.23,10.09,0.94,-133.95,0.02,-8.09,5.0,,1.0,20.23,784.05,True
7,Cineline India,532807.0,CINELINE,Entertainment / Electronic Media Software,38.7,10.8,108.36,0.0,3.19,9.25,4.8,-24.88,9.78,21.23,176.32,0.86,21.29,1.4,6.25,6.0,,1.0,14.0,326.44,True
8,Cinevista,532324.0,CINEVISTA,Entertainment / Electronic Media Software,6.35,,36.48,0.0,-2.04,-580.0,0.13,-98.3,0.69,21.23,0.0,0.25,-1.08,0.0,-2.04,3.0,,1.0,11.49,216.22,True
11,Creative Eye,532392.0,CREATIVEYE,Entertainment / Electronic Media Software,2.8,,5.62,0.0,-1.54,24.51,0.0,-100.0,-13.11,21.23,3.55,0.21,0.13,0.13,-17.24,4.0,,1.0,10.03,34.67,True
12,Delta Corp,532848.0,DELTACORP,Miscellaneous,157.85,,4211.77,0.95,1.28,-97.68,120.82,-41.1,12.3,53.54,0.0,2.27,319.53,0.0,8.82,5.0,,5.44,26.68,2063.3,True
13,Den Networks,533137.0,DEN,Entertainment / Electronic Media Software,58.45,15.03,2789.37,0.0,65.57,238.69,342.18,7.58,4.85,21.23,0.02,1.03,267.96,0.0,2.72,9.0,,1.0,476.77,3502.72,True
14,Digicontent,542685.0,DGCONTENT,Entertainment / Electronic Media Software,8.95,,52.08,0.0,0.15,106.98,74.42,3.53,-19.08,21.23,89.51,9.92,17.15,17.05,-69.01,3.0,,1.0,11.64,166.04,True
16,Dish TV India,532839.0,DISHTV,Entertainment / Electronic Media Software,11.4,3.04,2099.07,0.0,90.69,240.52,815.67,-6.01,10.19,21.23,760.34,0.53,2203.89,0.19,5.81,6.0,,1.0,184.13,11252.06,True
19,Ent.Network,532700.0,ENIL,Entertainment / Electronic Media Software,162.55,,774.88,0.62,18.41,-146.57,85.62,-42.27,3.29,21.23,200.44,0.91,118.97,0.24,0.86,6.0,,1.0,47.67,1216.21,True
23,GTPL Hathway,540602.0,GTPL,Entertainment / Electronic Media Software,125.1,8.78,1406.91,2.4,45.23,36.81,647.18,-5.06,27.82,21.23,150.32,1.8,394.0,0.19,16.5,7.0,,1.0,112.46,2273.66,True
25,Hathway Cable,533162.0,HATHWAY,Entertainment / Electronic Media Software,30.85,23.78,5460.77,0.0,62.56,-6.96,442.25,-1.9,5.29,21.23,0.08,1.41,432.34,0.0,1.82,7.0,,1.0,354.02,4523.5,True
26,Imagica. Enter.,539056.0,IMAGICAA,Recreation / Amusement Parks,7.25,,63.85,0.0,-66.1,-22.27,5.12,-90.67,-26.66,,1077.51,,21.81,,,4.0,,2.23,88.06,960.46,True
27,Inox Leisure,532706.0,INOXLEISUR,Entertainment / Electronic Media Software,316.05,,3560.67,0.32,-102.5,-392.77,14.88,-97.1,15.6,21.23,2772.61,6.12,474.23,4.76,1.93,6.0,,1.0,112.48,3705.41,True
28,Jain Studios,532033.0,JAINSTUDIO,Entertainment / Electronic Media Software,2.15,,6.15,0.0,-0.43,17.31,0.0,-100.0,-5.6,21.23,0.0,0.18,-2.79,0.0,-3.31,2.0,,1.0,28.59,67.57,True
29,Jump Networks,531337.0,JUMPNET,Entertainment / Electronic Media Software,13.1,3.21,130.95,1.53,6.11,194.58,34.33,244.33,29.42,21.23,79.39,4.28,-27.85,2.59,6.25,5.0,,1.0,49.98,191.08,True
36,Mukta Arts,532357.0,MUKTAARTS,Entertainment / Electronic Media Software,31.4,,70.92,0.0,1.37,136.53,23.05,-45.28,7.95,21.23,81.18,17.73,65.21,20.3,-48.37,5.0,,1.0,11.29,246.84,True
37,Music Broadcast,540366.0,RADIOCITY,Entertainment / Electronic Media Software,24.75,,855.57,0.0,0.07,-99.31,40.67,-41.6,4.09,21.23,23.89,1.4,49.29,0.04,3.11,6.0,,1.0,69.14,677.65,True
39,Next Mediaworks,532416.0,NEXTMEDIA,Entertainment / Electronic Media Software,4.3,,28.76,0.0,-4.73,-126.32,6.73,-55.37,-11.8,21.23,108.86,,-23.39,,-330.62,2.0,,1.0,66.89,99.62,True
41,NxtDigital,500189.0,NXTDIGITAL,Entertainment / Electronic Media Software,494.55,,1189.45,1.01,-5.34,-110.99,251.19,-15.82,-6.34,21.23,1037.48,13.36,-138.01,11.65,-51.2,4.0,,1.0,24.05,1978.54,True
43,Ortel Commu.,539015.0,ORTEL,Entertainment / Electronic Media Software,1.0,,3.3,0.0,-6.34,7.71,16.32,-23.77,-18.15,21.23,175.31,,3.41,,,4.0,,1.0,32.98,378.04,True
49,Prime Focus,532748.0,PFOCUS,Entertainment / Electronic Media Software,57.5,172.59,1720.68,0.0,-25.73,74.33,588.25,-21.07,3.22,21.23,3124.54,4.2,521.68,7.63,-20.17,2.0,,1.0,29.92,4882.64,True
50,Prit Nandy Comm.,532387.0,PNC,Entertainment / Electronic Media Software,18.75,,27.13,0.0,-3.77,-1078.12,2.25,-27.65,2.12,21.23,2.23,0.34,7.3,0.03,1.62,7.0,,1.0,14.47,102.4,True
52,PVR,532689.0,PVR,Entertainment / Electronic Media Software,1389.8,,8440.06,0.29,-49.1,-235.11,45.4,-95.04,20.39,21.23,4899.8,6.16,787.04,3.58,1.6,6.0,,1.0,55.17,7330.03,True
53,Radaan Media.,590070.0,RADAAN,Entertainment / Electronic Media Software,0.75,,4.06,0.0,-1.18,-26.88,4.14,132.58,-31.98,21.23,20.71,,-0.08,,-144.62,2.0,,1.0,10.83,27.45,True
54,Raj Television,532826.0,RAJTV,Entertainment / Electronic Media Software,35.2,,182.73,0.0,-1.82,37.02,19.11,100.31,2.69,21.23,35.85,1.37,17.24,0.27,0.01,5.0,,1.0,25.96,194.79,True
58,Saregama India,532163.0,SAREGAMA,Entertainment / Electronic Media Software,1107.15,21.13,1929.54,0.14,31.58,210.52,133.91,3.45,14.9,21.23,0.1,4.12,79.52,0.0,10.63,5.0,,1.0,17.43,692.77,True
61,Shemaroo Entert.,538685.0,SHEMAROO,Entertainment / Electronic Media Software,68.7,,186.74,0.0,-1.53,-118.0,88.02,-9.3,8.91,21.23,260.78,0.32,-7.55,0.45,5.91,3.0,,1.0,27.18,921.02,True
62,Silly Monks,,SILLYMONKS,Entertainment / Electronic Media Software,22.35,,22.82,2.24,-0.3,21.05,8.54,-23.61,8.73,21.23,0.0,1.41,0.49,0.0,6.09,5.0,,1.0,10.21,21.47,True
63,Siti Networks,532795.0,SITINET,Entertainment / Electronic Media Software,0.9,,78.48,0.0,-57.45,-34.22,389.2,-3.33,1.08,21.23,402.43,,504.21,,-134.15,6.0,,1.0,87.21,2168.57,True
65,Sri Adhik. Bros.,530943.0,SABTN,Entertainment / Electronic Media Software,1.45,,5.07,0.0,-6.08,32.97,0.0,100.0,,21.23,2.36,,0.36,,,5.0,,1.0,34.94,164.9,True
66,Sun TV Network,532733.0,SUNTV,Entertainment / Electronic Media Software,513.3,15.76,20228.36,4.87,445.54,15.88,994.14,17.26,29.88,21.23,0.0,3.2,1655.62,0.0,22.61,6.0,,1.0,197.04,7091.8,True
68,Tips Industries,532375.0,TIPSINDLTD,Entertainment / Electronic Media Software,451.7,22.92,585.79,0.33,12.39,146.81,31.45,30.5,17.26,21.23,0.0,8.3,30.52,0.0,14.29,7.0,,1.0,12.97,115.38,True
69,Touchwood Enter.,,TOUCHWOOD,Miscellaneous,92.55,53.54,94.23,0.22,1.12,-29.56,2.15,-76.3,20.89,53.54,0.24,8.61,1.66,0.02,14.58,5.0,,5.44,10.18,16.35,True
70,TV Vision,540083.0,TVVISION,Entertainment / Electronic Media Software,1.7,,5.94,0.0,-9.38,-53.27,21.3,-14.04,-118.66,21.23,0.01,,2.2,,-126.26,6.0,,1.0,34.94,154.17,True
71,TV18 Broadcast,532800.0,TV18BRDCST,Entertainment / Electronic Media Software,32.15,14.98,5511.67,0.0,213.65,75.22,1360.95,-4.52,12.44,21.23,1528.52,1.45,152.81,0.4,6.94,6.0,,1.0,342.87,8159.04,True
77,Wonderla Holiday,538268.0,WONDERLA,Recreation / Amusement Parks,208.65,,1179.55,0.86,-14.75,-234.21,4.92,-92.97,8.23,,4.59,1.42,72.72,0.01,5.62,5.0,,2.23,56.53,933.49,True
78,Zee Entertainmen,505537.0,ZEEL,Entertainment / Electronic Media Software,220.15,,21145.51,0.14,399.91,14.45,2729.36,33.23,13.58,21.23,390.61,2.24,249.9,0.04,6.51,5.0,,1.0,96.05,12203.51,True
79,Zee Media,532794.0,ZEEMEDIA,Entertainment / Electronic Media Software,6.5,4.31,306.01,0.0,34.45,249.04,184.39,18.27,16.27,21.23,104.96,0.77,163.87,0.27,3.27,8.0,,1.0,47.08,764.28,True
0,Agro Phos India,,AGROPHOS,Fertilizers,12.8,8.06,25.95,0.0,1.79,-34.67,9.41,-36.07,12.22,9.82,19.29,0.65,3.13,0.48,10.72,5.0,,1.06,20.27,83.22,True
1,Aries Agro,532935.0,ARIES,Fertilizers,96.0,10.29,124.8,0.52,4.72,-0.42,107.13,23.0,12.52,9.82,126.34,0.59,53.04,0.6,5.99,7.0,,1.06,13.0,509.06,True
5,Chambal Fert.,500085.0,CHAMBLFERT,Fertilizers,247.55,7.92,10303.23,1.62,471.06,-1.93,3872.64,1.06,13.52,9.82,7168.49,2.34,827.09,1.63,31.49,7.0,,1.06,416.21,14206.4,True
6,Coromandel Inter,506395.0,COROMANDEL,Fertilizers,782.15,16.3,22946.61,1.53,333.8,26.2,3533.01,7.76,26.42,9.82,531.65,4.75,1861.97,0.11,27.85,6.0,,1.06,29.32,9523.37,True
7,F A C T,590024.0,FACT,Fertilizers,100.05,24.09,6473.94,0.0,136.71,1165.83,839.04,7.67,27.48,9.82,905.64,,256.44,,,9.0,,1.06,647.07,2913.89,True
8,G N F C,500670.0,GNFC,Fertilizers,324.9,8.06,5049.6,1.54,242.59,113.75,1508.24,18.05,7.53,9.82,2.06,0.93,285.73,0.0,9.8,4.0,,1.06,155.42,7651.49,True
9,G S F C,500690.0,GSFC,Fertilizers,98.7,10.86,3932.97,1.22,97.25,272.77,2146.14,18.74,3.09,9.82,571.43,0.51,-16.68,0.07,1.59,3.0,,1.06,79.7,10443.89,True
11,Khaitan Chemical,507794.0,KHAICHEM,Fertilizers,25.4,8.28,246.35,0.79,6.27,100.96,108.75,3.25,14.09,9.82,98.81,1.47,16.07,0.59,10.36,7.0,,1.06,9.7,399.96,True
12,Krishana Phosch.,,KRISHANA,Fertilizers,72.55,11.29,180.65,0.69,6.31,9.36,44.37,-4.33,17.1,9.82,24.11,1.37,22.57,0.18,11.89,8.0,,1.06,24.9,191.2,True
13,M B Agro Prod.,,MBAPL,Fertilizers,77.85,8.21,170.54,0.64,3.62,-35.7,31.83,-6.93,15.64,9.82,40.97,1.19,14.44,0.29,12.01,6.0,,1.06,21.91,240.91,True
14,Madras Fertilize,590134.0,MADRASFERT,Fertilizers,28.35,,456.72,0.0,5.91,211.05,441.87,-8.11,-2.92,9.82,1537.2,,84.82,,,5.0,,1.06,161.1,1532.89,True
15,Mangalore Chem.,530011.0,MANGCHEFER,Fertilizers,87.2,13.56,1033.49,0.57,0.8,-95.58,327.08,-51.6,8.67,9.82,1065.39,1.73,628.66,1.78,12.94,7.0,,1.06,118.55,2443.39,True
16,Nagarjuna Fert.,539917.0,NAGAFERT,Fertilizers,6.0,,358.84,0.0,-86.06,23.15,429.67,-4.52,-7.87,9.82,1606.08,,67.81,,-127.82,5.0,,1.06,59.81,3488.75,True
17,Natl.Fertilizer,523630.0,NFL,Fertilizers,64.65,8.2,3171.6,1.47,52.89,-50.62,2938.69,-22.45,5.69,9.82,5956.01,1.51,-487.08,2.84,9.33,4.0,,1.06,490.58,12581.31,True
19,R C F,524230.0,RCF,Fertilizers,90.1,11.6,4970.73,3.15,98.71,25.87,2047.88,-8.0,7.51,9.82,2209.29,1.51,-529.67,0.67,8.82,5.0,,1.06,551.69,9825.68,True
21,S P I C,590030.0,SPIC,Fertilizers,31.75,11.79,646.56,0.0,6.39,-11.98,426.72,11.65,12.92,9.82,105.51,1.38,136.39,0.23,16.74,6.0,,1.06,203.64,1981.66,True
24,Zuari Agro Chem.,534742.0,ZUARI,Fertilizers,105.0,,441.61,0.0,-46.62,63.24,927.41,4.76,-4.01,9.82,2380.5,1.81,2635.3,9.78,-107.62,4.0,,1.06,42.06,6184.63,True
0,21st Cent. Mgmt.,526921.0,21STCENMGM,Finance & Investments,11.85,,12.44,0.0,5.95,368.02,6.37,470.35,-83.7,16.19,19.0,0.74,-16.15,1.13,-93.81,3.0,,0.73,10.5,38.26,True
1,3P Land Hold.,516092.0,3PLAND,Finance & Investments,9.55,18.68,17.19,0.0,-0.04,-101.45,0.35,25.0,4.63,16.19,0.0,0.51,-0.86,0.0,5.69,6.0,,0.73,3.6,34.14,True
2,5Paisa Capital,540776.0,5PAISA,Finance & Investments,267.65,72.64,682.85,0.0,3.73,273.49,49.35,85.04,2.31,16.19,212.44,4.66,-51.35,1.45,-8.62,4.0,,0.73,25.48,755.44,True
